,date,exercise_date,close,contract_type,exercise_price,maturity
11724,2015-08-11,2015-12-23,0.0555,call,3.3,0.36712328767123287
17219,2015-08-11,2015-12-23,0.2089,call,2.6,0.36712328767123287
5751,2015-08-11,2015-09-23,0.0968,call,2.65,0.1178082191780822
15645,2015-08-11,2015-12-23,0.158,call,2.75,0.36712328767123287
9970,2015-08-11,2015-09-23,0.555,put,3.1,0.1178082191780822
9560,2015-08-11,2015-09-23,0.4547,put,3.0,0.1178082191780822
20624,2015-08-11,2015-08-26,0.0257,put,2.45,0.0410958904109589
16636,2015-08-11,2015-08-26,0.0077,call,2.85,0.0410958904109589
17461,2015-08-11,2015-12-23,0.175,call,2.7,0.36712328767123287
8900,2015-08-11,2015-09-23,0.0309,call,2.95,0.1178082191780822
8144,2015-08-11,2015-09-23,0.0469,call,2.85,0.1178082191780822
17582,2015-08-11,2015-12-23,0.271,put,2.6,0.36712328767123287
2385,2015-08-11,2015-09-23,0.2328,call,2.4,0.1178082191780822
5882,2015-08-11,2015-09-23,0.1816,put,2.65,0.1178082191780822
8783,2015-08-11,2015-09-23,0.0385,call,2.9,0.1178082191780822
22671,2015-08-11,2015-12-23,0.3323,call,2.35,0.36712328767123287
11558,2015-08-11,2015-12-23,0.0618,call,3.2,0.36712328767123287
17047,2015-08-11,2015-08-26,0.0843,put,2.6,0.0410958904109589
20746,2015-08-11,2015-12-23,0.2831,call,2.45,0.36712328767123287
22768,2015-08-11,2015-12-23,0.1331,put,2.35,0.36712328767123287
17133,2015-08-11,2015-08-26,0.1549,put,2.7,0.0410958904109589
20946,2015-08-11,2015-12-23,0.1724,put,2.45,0.36712328767123287
20399,2015-08-11,2016-03-23,,put,2.9,0.6164383561643836
19591,2015-08-11,2016-03-23,0.378,put,2.7,0.6164383561643836
23021,2015-08-11,2016-03-23,0.1968,put,2.35,0.6164383561643836
16875,2015-08-11,2015-08-26,0.0646,call,2.6,0.0410958904109589
10259,2015-08-11,2015-09-23,0.0133,call,3.2,0.1178082191780822
9856,2015-08-11,2015-09-23,0.0178,call,3.1,0.1178082191780822
15770,2015-08-11,2015-12-23,0.1447,call,2.8,0.36712328767123287
15208,2015-08-11,2015-12-23,0.0381,call,3.6,0.36712328767123287
6770,2015-08-11,2015-09-23,0.2494,put,2.75,0.1178082191780822
17004,2015-08-11,2015-08-26,0.022,call,2.75,0.0410958904109589
20846,2015-08-11,2015-12-23,0.155,put,2.4,0.36712328767123287
21046,2015-08-11,2016-03-23,0.3681,call,2.4,0.6164383561643836
20580,2015-08-11,2015-08-26,0.152,call,2.45,0.0410958904109589
2691,2015-08-11,2015-09-23,0.0284,put,2.25,0.1178082191780822
9134,2015-08-11,2015-09-23,0.42,put,2.95,0.1178082191780822
20558,2015-08-11,2015-08-26,0.1901,call,2.4,0.0410958904109589
6334,2015-08-11,2015-09-23,0.217,put,2.7,0.1178082191780822
6204,2015-08-11,2015-09-23,0.0785,call,2.7,0.1178082191780822
3626,2015-08-11,2015-09-23,0.1967,call,2.45,0.1178082191780822
19753,2015-08-11,2016-03-23,,put,2.75,0.6164383561643836
12056,2015-08-11,2015-12-23,0.5227,put,3.0,0.36712328767123287
16680,2015-08-11,2015-08-26,0.2372,put,2.8,0.0410958904109589
9444,2015-08-11,2015-09-23,0.0268,call,3.0,0.1178082191780822
5422,2015-08-11,2015-09-23,0.15,put,2.6,0.1178082191780822
19429,2015-08-11,2016-03-23,0.3341,put,2.65,0.6164383561643836
7071,2015-08-11,2015-09-23,0.0552,call,2.8,0.1178082191780822
17340,2015-08-11,2015-12-23,0.1901,call,2.65,0.36712328767123287
13005,2015-08-11,2015-09-23,0.0051,call,3.5,0.1178082191780822
12554,2015-08-11,2015-12-23,0.7954,put,3.3,0.36712328767123287
16961,2015-08-11,2015-08-26,0.0328,call,2.7,0.0410958904109589
7198,2015-08-11,2015-09-23,0.2899,put,2.8,0.1178082191780822
2538,2015-08-11,2015-09-23,0.0241,put,2.2,0.1178082191780822
20238,2015-08-11,2016-03-23,0.1898,call,2.9,0.6164383561643836
1773,2015-08-11,2015-09-23,0.385,call,2.2,0.1178082191780822
22318,2015-08-11,2016-03-23,,put,2.55,0.6164383561643836
11890,2015-08-11,2015-12-23,0.0467,call,3.4,0.36712328767123287
11120,2015-08-11,2015-09-23,0.8282,put,3.4,0.1178082191780822
12720,2015-08-11,2015-12-23,0.8876,put,3.4,0.36712328767123287
4954,2015-08-11,2015-09-23,0.1223,put,2.55,0.1178082191780822
18020,2015-08-11,2015-08-26,0.06,put,2.55,0.0410958904109589
19915,2015-08-11,2016-03-23,0.4356,put,2.8,0.6164383561643836
4810,2015-08-11,2015-09-23,0.1352,call,2.55,0.1178082191780822
10372,2015-08-11,2015-09-23,0.6464,put,3.2,0.1178082191780822
3778,2015-08-11,2015-09-23,0.078,put,2.45,0.1178082191780822
18943,2015-08-11,2016-03-23,,call,2.75,0.6164383561643836
16020,2015-08-11,2015-12-23,0.3813,put,2.8,0.36712328767123287
11011,2015-08-11,2015-09-23,0.007,call,3.4,0.1178082191780822
18362,2015-08-11,2015-08-26,0.0413,put,2.5,0.0410958904109589
18619,2015-08-11,2016-03-23,0.2579,call,2.65,0.6164383561643836
4240,2015-08-11,2015-09-23,0.1633,call,2.5,0.1178082191780822
13532,2015-08-11,2015-12-23,0.1068,call,2.95,0.36712328767123287
18400,2015-08-11,2015-12-23,0.25,call,2.5,0.36712328767123287
13108,2015-08-11,2015-09-23,0.938,put,3.5,0.1178082191780822
16548,2015-08-11,2015-08-26,0.627,put,3.2,0.0410958904109589
16233,2015-08-11,2015-08-26,0.002,call,3.0,0.0410958904109589
22159,2015-08-11,2016-03-23,,put,2.5,0.6164383561643836
19105,2015-08-11,2016-03-23,0.22,call,2.8,0.6164383561643836
17824,2015-08-11,2015-12-23,0.3016,put,2.7,0.36712328767123287
21205,2015-08-11,2016-03-23,0.3458,call,2.45,0.6164383561643836
13211,2015-08-11,2015-12-23,0.0428,call,3.5,0.36712328767123287
13374,2015-08-11,2015-12-23,0.9995,put,3.5,0.36712328767123287
21841,2015-08-11,2016-03-23,0.2239,put,2.4,0.6164383561643836
11392,2015-08-11,2015-12-23,0.073,call,3.1,0.36712328767123287
19267,2015-08-11,2016-03-23,0.1977,call,2.85,0.6164383561643836
17703,2015-08-11,2015-12-23,0.2723,put,2.65,0.36712328767123287
13846,2015-08-11,2015-12-23,0.1274,call,2.9,0.36712328767123287
18182,2015-08-11,2015-12-23,0.2288,put,2.55,0.36712328767123287
12222,2015-08-11,2015-12-23,,put,3.1,0.36712328767123287
20077,2015-08-11,2016-03-23,,put,2.85,0.6164383561643836
22000,2015-08-11,2016-03-23,0.2283,put,2.45,0.6164383561643836
16323,2015-08-11,2015-08-26,0.0005,call,3.2,0.0410958904109589
21523,2015-08-11,2016-03-23,0.319,call,2.55,0.6164383561643836
10750,2015-08-11,2015-09-23,0.74,put,3.3,0.1178082191780822
16503,2015-08-11,2015-08-26,0.5381,put,3.1,0.0410958904109589
16458,2015-08-11,2015-08-26,0.4191,put,3.0,0.0410958904109589
22652,2015-08-11,2015-08-26,0.0096,put,2.35,0.0410958904109589
18062,2015-08-11,2015-12-23,0.2215,call,2.55,0.36712328767123287
21682,2015-08-11,2016-03-23,0.284,call,2.6,0.6164383561643836
17978,2015-08-11,2015-08-26,0.09,call,2.55,0.0410958904109589
16368,2015-08-11,2015-08-26,0.3299,put,2.9,0.0410958904109589
2079,2015-08-11,2015-09-23,0.3091,call,2.3,0.1178082191780822
16592,2015-08-11,2015-08-26,0.0133,call,2.8,0.0410958904109589
14002,2015-08-11,2015-12-23,0.4415,put,2.9,0.36712328767123287
22477,2015-08-11,2016-03-23,,put,2.6,0.6164383561643836
18324,2015-08-11,2015-08-26,0.12,call,2.5,0.0410958904109589
16278,2015-08-11,2015-08-26,0.0014,call,3.1,0.0410958904109589
16143,2015-08-11,2015-08-26,0.0055,call,2.9,0.0410958904109589
10640,2015-08-11,2015-09-23,0.0083,call,3.3,0.1178082191780822
22633,2015-08-11,2015-08-26,0.2368,call,2.35,0.0410958904109589
16413,2015-08-11,2015-08-26,0.3849,put,2.95,0.0410958904109589
18781,2015-08-11,2016-03-23,,call,2.7,0.6164383561643836
1926,2015-08-11,2015-09-23,0.3448,call,2.25,0.1178082191780822
11226,2015-08-11,2015-12-23,0.0966,call,3.0,0.36712328767123287
4390,2015-08-11,2015-09-23,0.0981,put,2.5,0.1178082191780822
16188,2015-08-11,2015-08-26,0.0029,call,2.95,0.0410958904109589
18516,2015-08-11,2015-12-23,0.1972,put,2.5,0.36712328767123287
14300,2015-08-11,2015-12-23,,put,2.85,0.36712328767123287
14151,2015-08-11,2015-12-23,0.126,call,2.85,0.36712328767123287
2232,2015-08-11,2015-09-23,0.2593,call,2.35,0.1178082191780822
13690,2015-08-11,2015-12-23,0.52,put,2.95,0.36712328767123287
15895,2015-08-11,2015-12-23,,put,2.75,0.36712328767123287
21364,2015-08-11,2016-03-23,0.3204,call,2.5,0.6164383561643836
16681,2015-08-12,2015-08-26,0.2488,put,2.8,0.038356164383561646
16504,2015-08-12,2015-08-26,0.534,put,3.1,0.038356164383561646
16279,2015-08-12,2015-08-26,0.0006,call,3.1,0.038356164383561646
19106,2015-08-12,2016-03-23,0.2095,call,2.8,0.6136986301369863
17979,2015-08-12,2015-08-26,0.0701,call,2.55,0.038356164383561646
17048,2015-08-12,2015-08-26,0.0896,put,2.6,0.038356164383561646
12057,2015-08-12,2015-12-23,0.5743,put,3.0,0.3643835616438356
14152,2015-08-12,2015-12-23,0.1139,call,2.85,0.3643835616438356
9857,2015-08-12,2015-09-23,0.0152,call,3.1,0.11506849315068493
6643,2015-08-12,2015-09-23,0.0621,call,2.75,0.11506849315068493
18620,2015-08-12,2016-03-23,0.263,call,2.65,0.6136986301369863
17220,2015-08-12,2015-12-23,0.203,call,2.6,0.3643835616438356
17091,2015-08-12,2015-08-26,0.1232,put,2.65,0.038356164383561646
15135,2015-08-12,2015-09-23,1.0275,put,3.6,0.11506849315068493
11227,2015-08-12,2015-12-23,0.0898,call,3.0,0.3643835616438356
10373,2015-08-12,2015-09-23,0.648,put,3.2,0.11506849315068493
13533,2015-08-12,2015-12-23,0.1025,call,2.95,0.3643835616438356
22634,2015-08-12,2015-08-26,0.2216,call,2.35,0.038356164383561646
20078,2015-08-12,2016-03-23,,put,2.85,0.6136986301369863
2692,2015-08-12,2015-09-23,0.0278,put,2.25,0.11506849315068493
2998,2015-08-12,2015-09-23,0.0477,put,2.35,0.11506849315068493
22672,2015-08-12,2015-12-23,0.3209,call,2.35,0.3643835616438356
20400,2015-08-12,2016-03-23,0.5366,put,2.9,0.6136986301369863
18021,2015-08-12,2015-08-26,0.0638,put,2.55,0.038356164383561646
1927,2015-08-12,2015-09-23,0.3288,call,2.25,0.11506849315068493
4811,2015-08-12,2015-09-23,0.1259,call,2.55,0.11506849315068493
18325,2015-08-12,2015-08-26,0.1002,call,2.5,0.038356164383561646
3151,2015-08-12,2015-09-23,0.062,put,2.4,0.11506849315068493
11725,2015-08-12,2015-12-23,0.0519,call,3.3,0.3643835616438356
15646,2015-08-12,2015-12-23,0.148,call,2.75,0.3643835616438356
16234,2015-08-12,2015-08-26,0.0009,call,3.0,0.038356164383561646
7072,2015-08-12,2015-09-23,0.0507,call,2.8,0.11506849315068493
9018,2015-08-12,2015-09-23,0.3802,put,2.9,0.11506849315068493
5423,2015-08-12,2015-09-23,0.1539,put,2.6,0.11506849315068493
21524,2015-08-12,2016-03-23,0.29,call,2.55,0.6136986301369863
17341,2015-08-12,2015-12-23,0.1672,call,2.65,0.3643835616438356
16189,2015-08-12,2015-08-26,0.0012,call,2.95,0.038356164383561646
18782,2015-08-12,2016-03-23,0.243,call,2.7,0.6136986301369863
3627,2015-08-12,2015-09-23,0.1834,call,2.45,0.11506849315068493
13691,2015-08-12,2015-12-23,,put,2.95,0.3643835616438356
12389,2015-08-12,2015-12-23,,put,3.2,0.3643835616438356
7199,2015-08-12,2015-09-23,0.2954,put,2.8,0.11506849315068493
9135,2015-08-12,2015-09-23,0.4229,put,2.95,0.11506849315068493
14003,2015-08-12,2015-12-23,0.4658,put,2.9,0.3643835616438356
21683,2015-08-12,2016-03-23,0.286,call,2.6,0.6136986301369863
17177,2015-08-12,2015-08-26,0.2036,put,2.75,0.038356164383561646
10641,2015-08-12,2015-09-23,0.0086,call,3.3,0.11506849315068493
18063,2015-08-12,2015-12-23,0.2195,call,2.55,0.3643835616438356
8145,2015-08-12,2015-09-23,0.0415,call,2.85,0.11506849315068493
10751,2015-08-12,2015-09-23,,put,3.3,0.11506849315068493
20947,2015-08-12,2015-12-23,0.178,put,2.45,0.3643835616438356
2233,2015-08-12,2015-09-23,0.2463,call,2.35,0.11506849315068493
21365,2015-08-12,2016-03-23,0.2972,call,2.5,0.6136986301369863
16144,2015-08-12,2015-08-26,0.0026,call,2.9,0.038356164383561646
22769,2015-08-12,2015-12-23,0.1377,put,2.35,0.3643835616438356
5752,2015-08-12,2015-09-23,0.0889,call,2.65,0.11506849315068493
13006,2015-08-12,2015-09-23,0.0051,call,3.5,0.11506849315068493
20847,2015-08-12,2015-12-23,0.1573,put,2.4,0.3643835616438356
9561,2015-08-12,2015-09-23,0.456,put,3.0,0.11506849315068493
11559,2015-08-12,2015-12-23,0.0601,call,3.2,0.3643835616438356
17825,2015-08-12,2015-12-23,0.32,put,2.7,0.3643835616438356
15061,2015-08-12,2015-09-23,0.0042,call,3.6,0.11506849315068493
21842,2015-08-12,2016-03-23,0.2163,put,2.4,0.6136986301369863
11393,2015-08-12,2015-12-23,0.0694,call,3.1,0.3643835616438356
15771,2015-08-12,2015-12-23,0.1305,call,2.8,0.3643835616438356
19592,2015-08-12,2016-03-23,0.3641,put,2.7,0.6136986301369863
18183,2015-08-12,2015-12-23,0.2225,put,2.55,0.3643835616438356
12223,2015-08-12,2015-12-23,,put,3.1,0.3643835616438356
16549,2015-08-12,2015-08-26,0.637,put,3.2,0.038356164383561646
13109,2015-08-12,2015-09-23,0.9396,put,3.5,0.11506849315068493
8267,2015-08-12,2015-09-23,0.3378,put,2.85,0.11506849315068493
11891,2015-08-12,2015-12-23,0.0446,call,3.4,0.3643835616438356
11121,2015-08-12,2015-09-23,0.8274,put,3.4,0.11506849315068493
6771,2015-08-12,2015-09-23,0.2563,put,2.75,0.11506849315068493
4955,2015-08-12,2015-09-23,0.1251,put,2.55,0.11506849315068493
23022,2015-08-12,2016-03-23,0.1982,put,2.35,0.6136986301369863
19916,2015-08-12,2016-03-23,,put,2.8,0.6136986301369863
9445,2015-08-12,2015-09-23,0.0239,call,3.0,0.11506849315068493
17134,2015-08-12,2015-08-26,0.1603,put,2.7,0.038356164383561646
18944,2015-08-12,2016-03-23,0.2014,call,2.75,0.6136986301369863
16021,2015-08-12,2015-12-23,0.3828,put,2.8,0.3643835616438356
11012,2015-08-12,2015-09-23,0.0069,call,3.4,0.11506849315068493
22001,2015-08-12,2016-03-23,0.23,put,2.45,0.6136986301369863
2539,2015-08-12,2015-09-23,0.0242,put,2.2,0.11506849315068493
6335,2015-08-12,2015-09-23,0.2184,put,2.7,0.11506849315068493
20581,2015-08-12,2015-08-26,0.1342,call,2.45,0.038356164383561646
2386,2015-08-12,2015-09-23,0.212,call,2.4,0.11506849315068493
20647,2015-08-12,2015-12-23,0.2941,call,2.4,0.3643835616438356
4241,2015-08-12,2015-09-23,0.1552,call,2.5,0.11506849315068493
4391,2015-08-12,2015-09-23,0.1,put,2.5,0.11506849315068493
12555,2015-08-12,2015-12-23,,put,3.3,0.3643835616438356
13212,2015-08-12,2015-12-23,0.04,call,3.5,0.3643835616438356
13375,2015-08-12,2015-12-23,1.0087,put,3.5,0.3643835616438356
17704,2015-08-12,2015-12-23,,put,2.65,0.3643835616438356
15896,2015-08-12,2015-12-23,0.364,put,2.75,0.3643835616438356
16962,2015-08-12,2015-08-26,0.0241,call,2.7,0.038356164383561646
5291,2015-08-12,2015-09-23,0.1087,call,2.6,0.11506849315068493
20747,2015-08-12,2015-12-23,0.2666,call,2.45,0.3643835616438356
20625,2015-08-12,2015-08-26,0.0289,put,2.45,0.038356164383561646
22478,2015-08-12,2016-03-23,0.3304,put,2.6,0.6136986301369863
21206,2015-08-12,2016-03-23,0.3407,call,2.45,0.6136986301369863
22160,2015-08-12,2016-03-23,0.2591,put,2.5,0.6136986301369863
2845,2015-08-12,2015-09-23,0.0347,put,2.3,0.11506849315068493
20239,2015-08-12,2016-03-23,0.1777,call,2.9,0.6136986301369863
22866,2015-08-12,2016-03-23,0.381,call,2.35,0.6136986301369863
22319,2015-08-12,2016-03-23,0.3035,put,2.55,0.6136986301369863
19430,2015-08-12,2016-03-23,0.3435,put,2.65,0.6136986301369863
18401,2015-08-12,2015-12-23,0.2337,call,2.5,0.3643835616438356
19754,2015-08-12,2016-03-23,0.4009,put,2.75,0.6136986301369863
13847,2015-08-12,2015-12-23,0.109,call,2.9,0.3643835616438356
16324,2015-08-12,2015-08-26,0.0002,call,3.2,0.038356164383561646
8784,2015-08-12,2015-09-23,0.0349,call,2.9,0.11506849315068493
15343,2015-08-12,2015-12-23,1.0821,put,3.6,0.3643835616438356
6205,2015-08-12,2015-09-23,0.0735,call,2.7,0.11506849315068493
3779,2015-08-12,2015-09-23,0.0787,put,2.45,0.11506849315068493
1774,2015-08-12,2015-09-23,0.3748,call,2.2,0.11506849315068493
8901,2015-08-12,2015-09-23,0.0301,call,2.95,0.11506849315068493
19268,2015-08-12,2016-03-23,0.192,call,2.85,0.6136986301369863
20559,2015-08-12,2015-08-26,0.173,call,2.4,0.038356164383561646
10260,2015-08-12,2015-09-23,0.0117,call,3.2,0.11506849315068493
21047,2015-08-12,2016-03-23,0.37,call,2.4,0.6136986301369863
18363,2015-08-12,2015-08-26,0.0421,put,2.5,0.038356164383561646
12721,2015-08-12,2015-12-23,0.9322,put,3.4,0.3643835616438356
16725,2015-08-12,2015-08-26,0.297,put,2.85,0.038356164383561646
20603,2015-08-12,2015-08-26,0.0153,put,2.4,0.038356164383561646
16459,2015-08-12,2015-08-26,0.4446,put,3.0,0.038356164383561646
16593,2015-08-12,2015-08-26,0.0092,call,2.8,0.038356164383561646
9971,2015-08-12,2015-09-23,0.5614,put,3.1,0.11506849315068493
16414,2015-08-12,2015-08-26,0.3915,put,2.95,0.038356164383561646
16876,2015-08-12,2015-08-26,0.0501,call,2.6,0.038356164383561646
17583,2015-08-12,2015-12-23,0.267,put,2.6,0.3643835616438356
16369,2015-08-12,2015-08-26,0.3468,put,2.9,0.038356164383561646
14301,2015-08-12,2015-12-23,0.4171,put,2.85,0.3643835616438356
17005,2015-08-12,2015-08-26,0.0153,call,2.75,0.038356164383561646
15209,2015-08-12,2015-12-23,0.035,call,3.6,0.3643835616438356
18517,2015-08-12,2015-12-23,0.2136,put,2.5,0.3643835616438356
2080,2015-08-12,2015-09-23,0.2887,call,2.3,0.11506849315068493
5883,2015-08-12,2015-09-23,0.1854,put,2.65,0.11506849315068493
16919,2015-08-12,2015-08-26,0.0346,call,2.65,0.038356164383561646
17462,2015-08-12,2015-12-23,0.1589,call,2.7,0.3643835616438356
16637,2015-08-12,2015-08-26,0.0048,call,2.85,0.038356164383561646
22653,2015-08-12,2015-08-26,0.0088,put,2.35,0.038356164383561646
16370,2015-08-13,2015-08-26,0.3478,put,2.9,0.03561643835616438
13007,2015-08-13,2015-09-23,0.0037,call,3.5,0.11232876712328767
11013,2015-08-13,2015-09-23,0.0047,call,3.4,0.11232876712328767
20604,2015-08-13,2015-08-26,0.0137,put,2.4,0.03561643835616438
20848,2015-08-13,2015-12-23,0.1571,put,2.4,0.36164383561643837
6772,2015-08-13,2015-09-23,0.2575,put,2.75,0.11232876712328767
20240,2015-08-13,2016-03-23,0.1659,call,2.9,0.6109589041095891
16145,2015-08-13,2015-08-26,0.0017,call,2.9,0.03561643835616438
17135,2015-08-13,2015-08-26,0.161,put,2.7,0.03561643835616438
16022,2015-08-13,2015-12-23,0.4103,put,2.8,0.36164383561643837
2540,2015-08-13,2015-09-23,0.0211,put,2.2,0.11232876712328767
2081,2015-08-13,2015-09-23,0.285,call,2.3,0.11232876712328767
8902,2015-08-13,2015-09-23,0.025,call,2.95,0.11232876712328767
14302,2015-08-13,2015-12-23,0.4179,put,2.85,0.36164383561643837
15344,2015-08-13,2015-12-23,1.1117,put,3.6,0.36164383561643837
15647,2015-08-13,2015-12-23,0.1366,call,2.75,0.36164383561643837
20948,2015-08-13,2015-12-23,0.1816,put,2.45,0.36164383561643837
22867,2015-08-13,2016-03-23,0.377,call,2.35,0.6109589041095891
18945,2015-08-13,2016-03-23,0.212,call,2.75,0.6109589041095891
3780,2015-08-13,2015-09-23,0.0805,put,2.45,0.11232876712328767
21366,2015-08-13,2016-03-23,0.3074,call,2.5,0.6109589041095891
9446,2015-08-13,2015-09-23,0.0207,call,3.0,0.11232876712328767
19917,2015-08-13,2016-03-23,0.4736,put,2.8,0.6109589041095891
6206,2015-08-13,2015-09-23,0.0703,call,2.7,0.11232876712328767
21684,2015-08-13,2016-03-23,0.278,call,2.6,0.6109589041095891
13848,2015-08-13,2015-12-23,0.102,call,2.9,0.36164383561643837
22770,2015-08-13,2015-12-23,0.1326,put,2.35,0.36164383561643837
15897,2015-08-13,2015-12-23,0.3422,put,2.75,0.36164383561643837
18783,2015-08-13,2016-03-23,0.222,call,2.7,0.6109589041095891
22654,2015-08-13,2015-08-26,0.008,put,2.35,0.03561643835616438
18518,2015-08-13,2015-12-23,0.1961,put,2.5,0.36164383561643837
14004,2015-08-13,2015-12-23,0.478,put,2.9,0.36164383561643837
13692,2015-08-13,2015-12-23,0.526,put,2.95,0.36164383561643837
19755,2015-08-13,2016-03-23,,put,2.75,0.6109589041095891
21525,2015-08-13,2016-03-23,,call,2.55,0.6109589041095891
17178,2015-08-13,2015-08-26,0.2032,put,2.75,0.03561643835616438
9136,2015-08-13,2015-09-23,0.4258,put,2.95,0.11232876712328767
16920,2015-08-13,2015-08-26,0.034,call,2.65,0.03561643835616438
20626,2015-08-13,2015-08-26,0.024,put,2.45,0.03561643835616438
7200,2015-08-13,2015-09-23,0.2934,put,2.8,0.11232876712328767
12390,2015-08-13,2015-12-23,,put,3.2,0.36164383561643837
5292,2015-08-13,2015-09-23,0.105,call,2.6,0.11232876712328767
3628,2015-08-13,2015-09-23,0.1823,call,2.45,0.11232876712328767
4242,2015-08-13,2015-09-23,0.1504,call,2.5,0.11232876712328767
10642,2015-08-13,2015-09-23,0.0058,call,3.3,0.11232876712328767
2846,2015-08-13,2015-09-23,0.0342,put,2.3,0.11232876712328767
20401,2015-08-13,2016-03-23,0.5187,put,2.9,0.6109589041095891
22479,2015-08-13,2016-03-23,,put,2.6,0.6109589041095891
7073,2015-08-13,2015-09-23,0.0468,call,2.8,0.11232876712328767
20648,2015-08-13,2015-12-23,0.2735,call,2.4,0.36164383561643837
23023,2015-08-13,2016-03-23,0.1999,put,2.35,0.6109589041095891
2387,2015-08-13,2015-09-23,0.2103,call,2.4,0.11232876712328767
9019,2015-08-13,2015-09-23,0.383,put,2.9,0.11232876712328767
5424,2015-08-13,2015-09-23,0.1541,put,2.6,0.11232876712328767
17584,2015-08-13,2015-12-23,0.2662,put,2.6,0.36164383561643837
16190,2015-08-13,2015-08-26,0.001,call,2.95,0.03561643835616438
17342,2015-08-13,2015-12-23,0.1664,call,2.65,0.36164383561643837
4392,2015-08-13,2015-09-23,0.103,put,2.5,0.11232876712328767
18064,2015-08-13,2015-12-23,0.2149,call,2.55,0.36164383561643837
10752,2015-08-13,2015-09-23,0.7607,put,3.3,0.11232876712328767
8146,2015-08-13,2015-09-23,0.0374,call,2.85,0.11232876712328767
4956,2015-08-13,2015-09-23,0.125,put,2.55,0.11232876712328767
17980,2015-08-13,2015-08-26,0.0731,call,2.55,0.03561643835616438
22320,2015-08-13,2016-03-23,,put,2.55,0.6109589041095891
18621,2015-08-13,2016-03-23,0.2479,call,2.65,0.6109589041095891
17463,2015-08-13,2015-12-23,0.1501,call,2.7,0.36164383561643837
15136,2015-08-13,2015-09-23,1.07,put,3.6,0.11232876712328767
18364,2015-08-13,2015-08-26,0.04,put,2.5,0.03561643835616438
22673,2015-08-13,2015-12-23,0.3012,call,2.35,0.36164383561643837
13534,2015-08-13,2015-12-23,0.09,call,2.95,0.36164383561643837
20748,2015-08-13,2015-12-23,0.2526,call,2.45,0.36164383561643837
20079,2015-08-13,2016-03-23,,put,2.85,0.6109589041095891
8785,2015-08-13,2015-09-23,0.03,call,2.9,0.11232876712328767
2999,2015-08-13,2015-09-23,0.0475,put,2.35,0.11232876712328767
16963,2015-08-13,2015-08-26,0.0212,call,2.7,0.03561643835616438
13376,2015-08-13,2015-12-23,,put,3.5,0.36164383561643837
4812,2015-08-13,2015-09-23,0.1265,call,2.55,0.11232876712328767
17705,2015-08-13,2015-12-23,0.2892,put,2.65,0.36164383561643837
19431,2015-08-13,2016-03-23,0.3787,put,2.65,0.6109589041095891
19107,2015-08-13,2016-03-23,0.1978,call,2.8,0.6109589041095891
12722,2015-08-13,2015-12-23,0.924,put,3.4,0.36164383561643837
17221,2015-08-13,2015-12-23,0.1929,call,2.6,0.36164383561643837
16682,2015-08-13,2015-08-26,0.245,put,2.8,0.03561643835616438
10374,2015-08-13,2015-09-23,0.6576,put,3.2,0.11232876712328767
1928,2015-08-13,2015-09-23,0.3281,call,2.25,0.11232876712328767
16280,2015-08-13,2015-08-26,0.001,call,3.1,0.03561643835616438
5884,2015-08-13,2015-09-23,0.1871,put,2.65,0.11232876712328767
14153,2015-08-13,2015-12-23,0.1136,call,2.85,0.36164383561643837
3152,2015-08-13,2015-09-23,0.062,put,2.4,0.11232876712328767
16415,2015-08-13,2015-08-26,0.395,put,2.95,0.03561643835616438
17049,2015-08-13,2015-08-26,0.0903,put,2.6,0.03561643835616438
15210,2015-08-13,2015-12-23,0.0344,call,3.6,0.36164383561643837
16726,2015-08-13,2015-08-26,0.2988,put,2.85,0.03561643835616438
18326,2015-08-13,2015-08-26,0.1007,call,2.5,0.03561643835616438
12058,2015-08-13,2015-12-23,0.569,put,3.0,0.36164383561643837
2693,2015-08-13,2015-09-23,0.0266,put,2.25,0.11232876712328767
16594,2015-08-13,2015-08-26,0.0073,call,2.8,0.03561643835616438
11228,2015-08-13,2015-12-23,0.0811,call,3.0,0.36164383561643837
22635,2015-08-13,2015-08-26,0.218,call,2.35,0.03561643835616438
9972,2015-08-13,2015-09-23,0.5597,put,3.1,0.11232876712328767
16877,2015-08-13,2015-08-26,0.0506,call,2.6,0.03561643835616438
17006,2015-08-13,2015-08-26,0.0138,call,2.75,0.03561643835616438
16638,2015-08-13,2015-08-26,0.0037,call,2.85,0.03561643835616438
18022,2015-08-13,2015-08-26,0.065,put,2.55,0.03561643835616438
6644,2015-08-13,2015-09-23,0.0572,call,2.75,0.11232876712328767
12556,2015-08-13,2015-12-23,0.82,put,3.3,0.36164383561643837
21843,2015-08-13,2016-03-23,0.2111,put,2.4,0.6109589041095891
16460,2015-08-13,2015-08-26,0.4461,put,3.0,0.03561643835616438
11394,2015-08-13,2015-12-23,0.0665,call,3.1,0.36164383561643837
8268,2015-08-13,2015-09-23,0.3404,put,2.85,0.11232876712328767
16550,2015-08-13,2015-08-26,0.644,put,3.2,0.03561643835616438
15772,2015-08-13,2015-12-23,0.1246,call,2.8,0.36164383561643837
19269,2015-08-13,2016-03-23,,call,2.85,0.6109589041095891
19593,2015-08-13,2016-03-23,0.3839,put,2.7,0.6109589041095891
16505,2015-08-13,2015-08-26,0.539,put,3.1,0.03561643835616438
18184,2015-08-13,2015-12-23,0.223,put,2.55,0.36164383561643837
