,date,exercise_date,close,contract_type,exercise_price,maturity
110786,2018-12-13,2019-01-23,0.0495,call,2.5,0.11232876712328767
109980,2018-12-13,2019-01-23,0.0062,put,2.254,0.11232876712328767
102038,2018-12-13,2019-03-27,0.2411,put,2.696,0.28493150684931506
115323,2018-12-13,2019-06-26,0.072,call,2.7,0.5342465753424658
115173,2018-12-13,2019-03-27,0.0317,call,2.7,0.28493150684931506
104564,2018-12-13,2019-03-27,0.3244,put,2.794,0.28493150684931506
103281,2018-12-13,2019-03-27,0.3435,call,2.156,0.28493150684931506
109790,2018-12-13,2019-01-23,0.0736,call,2.45,0.11232876712328767
109150,2018-12-13,2019-06-26,0.0319,put,2.205,0.5342465753424658
109638,2018-12-13,2019-01-23,0.22,call,2.254,0.11232876712328767
101876,2018-12-13,2019-03-27,0.2021,put,2.647,0.28493150684931506
100904,2018-12-13,2019-03-27,0.0481,put,2.352,0.28493150684931506
111146,2018-12-13,2019-01-23,0.1125,put,2.55,0.11232876712328767
101552,2018-12-13,2019-03-27,0.1377,put,2.549,0.28493150684931506
106226,2018-12-13,2019-06-26,0.1796,call,2.45,0.5342465753424658
109600,2018-12-13,2019-01-23,0.2649,call,2.205,0.11232876712328767
114254,2018-12-13,2019-06-26,0.0868,put,2.4,0.5342465753424658
96642,2018-12-13,2018-12-26,0.0053,put,2.352,0.03561643835616438
113710,2018-12-13,2019-06-26,0.0901,call,2.65,0.5342465753424658
111002,2018-12-13,2019-01-23,0.0204,put,2.35,0.11232876712328767
104444,2018-12-13,2019-03-27,0.0168,call,2.794,0.28493150684931506
112622,2018-12-13,2019-06-26,0.31,call,2.25,0.5342465753424658
101714,2018-12-13,2019-03-27,0.1689,put,2.598,0.28493150684931506
111110,2018-12-13,2019-01-23,0.0812,put,2.5,0.11232876712328767
114118,2018-12-13,2019-06-26,0.0684,put,2.35,0.5342465753424658
109462,2018-12-13,2019-06-26,0.2839,put,2.745,0.5342465753424658
95282,2018-12-13,2018-12-26,0.4343,put,2.892,0.03561643835616438
111038,2018-12-13,2019-01-23,0.0351,put,2.4,0.11232876712328767
92816,2018-12-13,2018-12-26,0.0006,call,2.745,0.03561643835616438
102514,2018-12-13,2019-03-27,0.0347,put,2.303,0.28493150684931506
109306,2018-12-13,2019-06-26,0.0617,call,2.745,0.5342465753424658
96499,2018-12-13,2018-12-26,0.1106,call,2.352,0.03561643835616438
113846,2018-12-13,2019-06-26,0.041,put,2.25,0.5342465753424658
95127,2018-12-13,2018-12-26,0.0003,call,2.892,0.03561643835616438
99133,2018-12-13,2018-12-26,0.3011,call,2.156,0.03561643835616438
109676,2018-12-13,2019-01-23,0.177,call,2.303,0.11232876712328767
114390,2018-12-13,2019-06-26,0.1061,put,2.45,0.5342465753424658
110894,2018-12-13,2019-01-23,0.0099,call,2.65,0.11232876712328767
110170,2018-12-13,2019-01-23,0.0813,put,2.5,0.11232876712328767
99254,2018-12-13,2018-12-26,0.0005,put,2.156,0.03561643835616438
92152,2018-12-13,2018-12-26,0.0086,call,2.549,0.03561643835616438
108830,2018-12-13,2019-06-26,0.0428,put,2.254,0.5342465753424658
92650,2018-12-13,2018-12-26,0.0009,call,2.696,0.03561643835616438
111218,2018-12-13,2019-01-23,0.1925,put,2.65,0.11232876712328767
97986,2018-12-13,2018-12-26,0.0003,put,2.205,0.03561643835616438
97862,2018-12-13,2018-12-26,0.2525,call,2.205,0.03561643835616438
97020,2018-12-13,2018-12-26,0.1563,call,2.303,0.03561643835616438
109752,2018-12-13,2019-01-23,0.1028,call,2.401,0.11232876712328767
114662,2018-12-13,2019-06-26,0.1552,put,2.55,0.5342465753424658
111254,2018-12-13,2019-03-27,0.2613,call,2.25,0.28493150684931506
110930,2018-12-13,2019-01-23,0.0054,put,2.25,0.11232876712328767
101066,2018-12-13,2019-03-27,0.0639,put,2.401,0.28493150684931506
94144,2018-12-13,2018-12-26,0.2384,put,2.696,0.03561643835616438
114526,2018-12-13,2019-06-26,0.1288,put,2.5,0.5342465753424658
94972,2018-12-13,2018-12-26,0.0152,put,2.401,0.03561643835616438
108990,2018-12-13,2019-06-26,0.3427,call,2.205,0.5342465753424658
109714,2018-12-13,2019-01-23,0.1386,call,2.352,0.11232876712328767
111182,2018-12-13,2019-01-23,0.1486,put,2.6,0.11232876712328767
112090,2018-12-13,2019-03-27,0.0476,put,2.35,0.28493150684931506
93812,2018-12-13,2018-12-26,0.1429,put,2.598,0.03561643835616438
106063,2018-12-13,2019-06-26,0.209,call,2.401,0.5342465753424658
93646,2018-12-13,2018-12-26,0.0996,put,2.549,0.03561643835616438
110966,2018-12-13,2019-01-23,0.0112,put,2.3,0.11232876712328767
100256,2018-12-13,2019-03-27,0.0595,call,2.598,0.28493150684931506
99608,2018-12-13,2019-03-27,0.1527,call,2.401,0.28493150684931506
110094,2018-12-13,2019-01-23,0.0355,put,2.401,0.11232876712328767
111074,2018-12-13,2019-01-23,0.0552,put,2.45,0.11232876712328767
110408,2018-12-13,2018-12-26,0.0038,call,2.6,0.03561643835616438
107856,2018-12-13,2019-06-26,0.1287,put,2.5,0.5342465753424658
100418,2018-12-13,2019-03-27,0.0454,call,2.647,0.28493150684931506
107530,2018-12-13,2019-06-26,0.086,put,2.401,0.5342465753424658
93480,2018-12-13,2018-12-26,0.0622,put,2.5,0.03561643835616438
110390,2018-12-13,2018-12-26,0.0082,call,2.55,0.03561643835616438
99770,2018-12-13,2019-03-27,0.1238,call,2.45,0.28493150684931506
110372,2018-12-13,2018-12-26,0.0199,call,2.5,0.03561643835616438
115672,2018-12-13,2019-03-27,0.3042,call,2.2,0.28493150684931506
102357,2018-12-13,2019-03-27,0.2142,call,2.303,0.28493150684931506
110642,2018-12-13,2019-01-23,0.1797,call,2.3,0.11232876712328767
110354,2018-12-13,2018-12-26,0.0408,call,2.45,0.03561643835616438
93978,2018-12-13,2018-12-26,0.19,put,2.647,0.03561643835616438
112242,2018-12-13,2019-03-27,0.084,put,2.45,0.28493150684931506
115612,2018-12-13,2019-01-23,0.2709,call,2.2,0.11232876712328767
91986,2018-12-13,2018-12-26,0.02,call,2.5,0.03561643835616438
107367,2018-12-13,2019-06-26,0.0684,put,2.352,0.5342465753424658
111710,2018-12-13,2019-03-27,0.0764,call,2.55,0.28493150684931506
110336,2018-12-13,2018-12-26,0.0721,call,2.4,0.03561643835616438
112758,2018-12-13,2019-06-26,0.279,call,2.3,0.5342465753424658
115642,2018-12-13,2019-01-23,0.0032,put,2.2,0.11232876712328767
110678,2018-12-13,2019-01-23,0.1391,call,2.35,0.11232876712328767
112546,2018-12-13,2019-03-27,0.2025,put,2.65,0.28493150684931506
110606,2018-12-13,2019-01-23,0.2239,call,2.25,0.11232876712328767
107693,2018-12-13,2019-06-26,0.1062,put,2.45,0.5342465753424658
91820,2018-12-13,2018-12-26,0.0407,call,2.45,0.03561643835616438
110588,2018-12-13,2018-12-26,0.1935,put,2.65,0.03561643835616438
100580,2018-12-13,2019-03-27,0.0319,call,2.696,0.28493150684931506
102981,2018-12-13,2019-03-27,0.2982,call,2.205,0.28493150684931506
94310,2018-12-13,2018-12-26,0.287,put,2.745,0.03561643835616438
92484,2018-12-13,2018-12-26,0.0015,call,2.647,0.03561643835616438
94476,2018-12-13,2018-12-26,0.3357,put,2.794,0.03561643835616438
110444,2018-12-13,2018-12-26,0.001,put,2.25,0.03561643835616438
110462,2018-12-13,2018-12-26,0.0021,put,2.3,0.03561643835616438
115812,2018-12-13,2019-06-26,0.3443,call,2.2,0.5342465753424658
106715,2018-12-13,2019-06-26,0.1094,call,2.598,0.5342465753424658
101390,2018-12-13,2019-03-27,0.1097,put,2.5,0.28493150684931506
110426,2018-12-13,2018-12-26,0.0016,call,2.65,0.03561643835616438
97570,2018-12-13,2018-12-26,0.0008,put,2.254,0.03561643835616438
105737,2018-12-13,2019-06-26,0.2752,call,2.303,0.5342465753424658
115742,2018-12-13,2019-03-27,0.0153,put,2.2,0.28493150684931506
113166,2018-12-13,2019-06-26,0.1797,call,2.45,0.5342465753424658
115458,2018-12-13,2019-06-26,0.246,put,2.7,0.5342465753424658
111862,2018-12-13,2019-03-27,0.044,call,2.65,0.28493150684931506
115942,2018-12-13,2019-06-26,0.0309,put,2.2,0.5342465753424658
110480,2018-12-13,2018-12-26,0.0051,put,2.35,0.03561643835616438
111786,2018-12-13,2019-03-27,0.0583,call,2.6,0.28493150684931506
107204,2018-12-13,2019-06-26,0.0546,put,2.303,0.5342465753424658
92318,2018-12-13,2018-12-26,0.0039,call,2.598,0.03561643835616438
110516,2018-12-13,2018-12-26,0.0328,put,2.45,0.03561643835616438
103426,2018-12-13,2019-03-27,0.0114,put,2.156,0.28493150684931506
93148,2018-12-13,2018-12-26,0.0004,call,2.843,0.03561643835616438
106552,2018-12-13,2019-06-26,0.1302,call,2.549,0.5342465753424658
110714,2018-12-13,2019-01-23,0.103,call,2.4,0.11232876712328767
99932,2018-12-13,2019-03-27,0.0986,call,2.5,0.28493150684931506
102200,2018-12-13,2019-03-27,0.2803,put,2.745,0.28493150684931506
113302,2018-12-13,2019-06-26,0.1522,call,2.5,0.5342465753424658
110534,2018-12-13,2018-12-26,0.062,put,2.5,0.03561643835616438
110246,2018-12-13,2019-01-23,0.148,put,2.598,0.11232876712328767
112470,2018-12-13,2019-03-27,0.1691,put,2.6,0.28493150684931506
92982,2018-12-13,2018-12-26,0.0005,call,2.794,0.03561643835616438
97445,2018-12-13,2018-12-26,0.2046,call,2.254,0.03561643835616438
110552,2018-12-13,2018-12-26,0.1001,put,2.55,0.03561643835616438
112014,2018-12-13,2019-03-27,0.034,put,2.3,0.28493150684931506
100094,2018-12-13,2019-03-27,0.0773,call,2.549,0.28493150684931506
110208,2018-12-13,2019-01-23,0.112,put,2.549,0.11232876712328767
102826,2018-12-13,2019-03-27,0.0243,put,2.254,0.28493150684931506
110282,2018-12-13,2018-12-26,0.2087,call,2.25,0.03561643835616438
111634,2018-12-13,2019-03-27,0.0968,call,2.5,0.28493150684931506
112166,2018-12-13,2019-03-27,0.064,put,2.4,0.28493150684931506
113030,2018-12-13,2019-06-26,0.208,call,2.4,0.5342465753424658
107041,2018-12-13,2019-06-26,0.0757,call,2.696,0.5342465753424658
115600,2018-12-13,2018-12-26,0.0005,put,2.2,0.03561643835616438
110318,2018-12-13,2018-12-26,0.113,call,2.35,0.03561643835616438
110570,2018-12-13,2018-12-26,0.1453,put,2.6,0.03561643835616438
110300,2018-12-13,2018-12-26,0.1581,call,2.3,0.03561643835616438
108019,2018-12-13,2019-06-26,0.1537,put,2.549,0.5342465753424658
115588,2018-12-13,2018-12-26,0.2579,call,2.2,0.03561643835616438
111938,2018-12-13,2019-03-27,0.0235,put,2.25,0.28493150684931506
103136,2018-12-13,2019-03-27,0.0162,put,2.205,0.28493150684931506
110498,2018-12-13,2018-12-26,0.0147,put,2.4,0.03561643835616438
110481,2018-12-14,2018-12-26,0.009,put,2.35,0.03287671232876712
113847,2018-12-14,2019-06-26,0.0446,put,2.25,0.5315068493150685
93813,2018-12-14,2018-12-26,0.17,put,2.598,0.03287671232876712
110589,2018-12-14,2018-12-26,0.22,put,2.65,0.03287671232876712
106064,2018-12-14,2019-06-26,0.195,call,2.401,0.5315068493150685
109677,2018-12-14,2019-01-23,0.1525,call,2.303,0.1095890410958904
110553,2018-12-14,2018-12-26,0.1248,put,2.55,0.03287671232876712
112759,2018-12-14,2019-06-26,0.2585,call,2.3,0.5315068493150685
96643,2018-12-14,2018-12-26,0.0088,put,2.352,0.03287671232876712
96500,2018-12-14,2018-12-26,0.0861,call,2.352,0.03287671232876712
109601,2018-12-14,2019-01-23,0.2391,call,2.205,0.1095890410958904
110967,2018-12-14,2019-01-23,0.0145,put,2.3,0.1095890410958904
111003,2018-12-14,2019-01-23,0.0268,put,2.35,0.1095890410958904
110517,2018-12-14,2018-12-26,0.0476,put,2.45,0.03287671232876712
100419,2018-12-14,2019-03-27,0.0394,call,2.647,0.2821917808219178
110571,2018-12-14,2018-12-26,0.1724,put,2.6,0.03287671232876712
102982,2018-12-14,2019-03-27,0.2756,call,2.205,0.2821917808219178
101715,2018-12-14,2019-03-27,0.1835,put,2.598,0.2821917808219178
113711,2018-12-14,2019-06-26,0.0837,call,2.65,0.5315068493150685
100905,2018-12-14,2019-03-27,0.0547,put,2.352,0.2821917808219178
101877,2018-12-14,2019-03-27,0.22,put,2.647,0.2821917808219178
109639,2018-12-14,2019-01-23,0.1931,call,2.254,0.1095890410958904
110499,2018-12-14,2018-12-26,0.0227,put,2.4,0.03287671232876712
110463,2018-12-14,2018-12-26,0.0031,put,2.3,0.03287671232876712
109463,2018-12-14,2019-06-26,0.2975,put,2.745,0.5315068493150685
111039,2018-12-14,2019-01-23,0.0442,put,2.4,0.1095890410958904
93979,2018-12-14,2018-12-26,0.2195,put,2.647,0.03287671232876712
110171,2018-12-14,2019-01-23,0.0981,put,2.5,0.1095890410958904
94145,2018-12-14,2018-12-26,0.2664,put,2.696,0.03287671232876712
112319,2018-12-14,2019-03-27,0.1222,put,2.5,0.2821917808219178
110679,2018-12-14,2019-01-23,0.1179,call,2.35,0.1095890410958904
110787,2018-12-14,2019-01-23,0.039,call,2.5,0.1095890410958904
110319,2018-12-14,2018-12-26,0.0869,call,2.35,0.03287671232876712
109981,2018-12-14,2019-01-23,0.0078,put,2.254,0.1095890410958904
110301,2018-12-14,2018-12-26,0.1308,call,2.3,0.03287671232876712
110283,2018-12-14,2018-12-26,0.1785,call,2.25,0.03287671232876712
112167,2018-12-14,2019-03-27,0.0736,put,2.4,0.2821917808219178
110019,2018-12-14,2019-01-23,0.015,put,2.303,0.1095890410958904
97147,2018-12-14,2018-12-26,0.0029,put,2.303,0.03287671232876712
110751,2018-12-14,2019-01-23,0.0596,call,2.45,0.1095890410958904
109943,2018-12-14,2019-01-23,0.004,put,2.205,0.1095890410958904
103137,2018-12-14,2019-03-27,0.0186,put,2.205,0.2821917808219178
105901,2018-12-14,2019-06-26,0.2262,call,2.352,0.5315068493150685
110715,2018-12-14,2019-01-23,0.0848,call,2.4,0.1095890410958904
100743,2018-12-14,2019-03-27,0.0207,call,2.745,0.2821917808219178
97987,2018-12-14,2018-12-26,0.0006,put,2.205,0.03287671232876712
97446,2018-12-14,2018-12-26,0.176,call,2.254,0.03287671232876712
110247,2018-12-14,2019-01-23,0.1729,put,2.598,0.1095890410958904
102039,2018-12-14,2019-03-27,0.2595,put,2.696,0.2821917808219178
110095,2018-12-14,2019-01-23,0.0455,put,2.401,0.1095890410958904
110133,2018-12-14,2019-01-23,0.0683,put,2.45,0.1095890410958904
110209,2018-12-14,2019-01-23,0.1342,put,2.549,0.1095890410958904
102827,2018-12-14,2019-03-27,0.0277,put,2.254,0.2821917808219178
110057,2018-12-14,2019-01-23,0.0274,put,2.352,0.1095890410958904
109715,2018-12-14,2019-01-23,0.1162,call,2.352,0.1095890410958904
112243,2018-12-14,2019-03-27,0.096,put,2.45,0.2821917808219178
110337,2018-12-14,2018-12-26,0.0513,call,2.4,0.03287671232876712
91821,2018-12-14,2018-12-26,0.0261,call,2.45,0.03287671232876712
100581,2018-12-14,2019-03-27,0.0287,call,2.696,0.2821917808219178
100257,2018-12-14,2019-03-27,0.0513,call,2.598,0.2821917808219178
110931,2018-12-14,2019-01-23,0.0069,put,2.25,0.1095890410958904
110445,2018-12-14,2018-12-26,0.0009,put,2.25,0.03287671232876712
109753,2018-12-14,2019-01-23,0.0837,call,2.401,0.1095890410958904
92485,2018-12-14,2018-12-26,0.0009,call,2.647,0.03287671232876712
110427,2018-12-14,2018-12-26,0.001,call,2.65,0.03287671232876712
92651,2018-12-14,2018-12-26,0.0007,call,2.696,0.03287671232876712
105738,2018-12-14,2019-06-26,0.2565,call,2.303,0.5315068493150685
97571,2018-12-14,2018-12-26,0.0013,put,2.254,0.03287671232876712
109905,2018-12-14,2019-01-23,0.0146,call,2.598,0.1095890410958904
109791,2018-12-14,2019-01-23,0.0587,call,2.45,0.1095890410958904
97021,2018-12-14,2018-12-26,0.1301,call,2.303,0.03287671232876712
110409,2018-12-14,2018-12-26,0.0016,call,2.6,0.03287671232876712
102671,2018-12-14,2019-03-27,0.2361,call,2.254,0.2821917808219178
110859,2018-12-14,2019-01-23,0.014,call,2.6,0.1095890410958904
110391,2018-12-14,2018-12-26,0.0044,call,2.55,0.03287671232876712
110373,2018-12-14,2018-12-26,0.0119,call,2.5,0.03287671232876712
109829,2018-12-14,2019-01-23,0.039,call,2.5,0.1095890410958904
110643,2018-12-14,2019-01-23,0.1558,call,2.3,0.1095890410958904
110355,2018-12-14,2018-12-26,0.0264,call,2.45,0.03287671232876712
109867,2018-12-14,2019-01-23,0.0243,call,2.549,0.1095890410958904
110823,2018-12-14,2019-01-23,0.024,call,2.55,0.1095890410958904
110607,2018-12-14,2019-01-23,0.1975,call,2.25,0.1095890410958904
110895,2018-12-14,2019-01-23,0.0072,call,2.65,0.1095890410958904
112015,2018-12-14,2019-03-27,0.0385,put,2.3,0.2821917808219178
111075,2018-12-14,2019-01-23,0.0697,put,2.45,0.1095890410958904
102358,2018-12-14,2019-03-27,0.2013,call,2.303,0.2821917808219178
115104,2018-12-14,2019-01-23,0.0039,call,2.7,0.1095890410958904
104565,2018-12-14,2019-03-27,0.3427,put,2.794,0.2821917808219178
112547,2018-12-14,2019-03-27,0.2224,put,2.65,0.2821917808219178
92817,2018-12-14,2018-12-26,0.0005,call,2.745,0.03287671232876712
115087,2018-12-14,2018-12-26,0.2712,put,2.7,0.03287671232876712
115070,2018-12-14,2018-12-26,0.0006,call,2.7,0.03287671232876712
111407,2018-12-14,2019-03-27,0.1678,call,2.35,0.2821917808219178
93315,2018-12-14,2018-12-26,0.047,put,2.45,0.03287671232876712
106390,2018-12-14,2019-06-26,0.143,call,2.5,0.5315068493150685
113167,2018-12-14,2019-06-26,0.1674,call,2.45,0.5315068493150685
115743,2018-12-14,2019-03-27,0.0179,put,2.2,0.2821917808219178
99447,2018-12-14,2019-03-27,0.165,call,2.352,0.2821917808219178
94643,2018-12-14,2018-12-26,0.4139,put,2.843,0.03287671232876712
111331,2018-12-14,2019-03-27,0.2003,call,2.3,0.2821917808219178
113575,2018-12-14,2019-06-26,0.1017,call,2.6,0.5315068493150685
108670,2018-12-14,2019-06-26,0.292,call,2.254,0.5315068493150685
101391,2018-12-14,2019-03-27,0.1211,put,2.5,0.2821917808219178
112395,2018-12-14,2019-03-27,0.1526,put,2.55,0.2821917808219178
114935,2018-12-14,2019-06-26,0.2305,put,2.65,0.5315068493150685
114799,2018-12-14,2019-06-26,0.1967,put,2.6,0.5315068493150685
94808,2018-12-14,2018-12-26,0.0505,call,2.401,0.03287671232876712
91987,2018-12-14,2018-12-26,0.0119,call,2.5,0.03287671232876712
111255,2018-12-14,2019-03-27,0.2386,call,2.25,0.2821917808219178
94311,2018-12-14,2018-12-26,0.3156,put,2.745,0.03287671232876712
97863,2018-12-14,2018-12-26,0.225,call,2.205,0.03287671232876712
99255,2018-12-14,2018-12-26,0.0005,put,2.156,0.03287671232876712
108509,2018-12-14,2019-06-26,0.2621,put,2.696,0.5315068493150685
107857,2018-12-14,2019-06-26,0.1396,put,2.5,0.5315068493150685
113439,2018-12-14,2019-06-26,0.121,call,2.55,0.5315068493150685
93481,2018-12-14,2018-12-26,0.0828,put,2.5,0.03287671232876712
115589,2018-12-14,2018-12-26,0.2287,call,2.2,0.03287671232876712
112895,2018-12-14,2019-06-26,0.2273,call,2.35,0.5315068493150685
111635,2018-12-14,2019-03-27,0.0868,call,2.5,0.2821917808219178
106553,2018-12-14,2019-06-26,0.1212,call,2.549,0.5315068493150685
92319,2018-12-14,2018-12-26,0.0017,call,2.598,0.03287671232876712
108020,2018-12-14,2019-06-26,0.1669,put,2.549,0.5315068493150685
102201,2018-12-14,2019-03-27,0.2996,put,2.745,0.2821917808219178
113303,2018-12-14,2019-06-26,0.1429,call,2.5,0.5315068493150685
99609,2018-12-14,2019-03-27,0.1361,call,2.401,0.2821917808219178
103427,2018-12-14,2019-03-27,0.0126,put,2.156,0.2821917808219178
112471,2018-12-14,2019-03-27,0.1876,put,2.6,0.2821917808219178
92983,2018-12-14,2018-12-26,0.0005,call,2.794,0.03287671232876712
100095,2018-12-14,2019-03-27,0.068,call,2.549,0.2821917808219178
108831,2018-12-14,2019-06-26,0.0467,put,2.254,0.5315068493150685
111711,2018-12-14,2019-03-27,0.0669,call,2.55,0.2821917808219178
115459,2018-12-14,2019-06-26,0.2628,put,2.7,0.5315068493150685
111559,2018-12-14,2019-03-27,0.1097,call,2.45,0.2821917808219178
108183,2018-12-14,2019-06-26,0.1967,put,2.598,0.5315068493150685
115643,2018-12-14,2019-01-23,0.0034,put,2.2,0.1095890410958904
115324,2018-12-14,2019-06-26,0.0685,call,2.7,0.5315068493150685
115249,2018-12-14,2019-03-27,0.2629,put,2.7,0.2821917808219178
111483,2018-12-14,2019-03-27,0.1364,call,2.4,0.2821917808219178
108346,2018-12-14,2019-06-26,0.2282,put,2.647,0.5315068493150685
113983,2018-12-14,2019-06-26,0.0593,put,2.3,0.5315068493150685
115174,2018-12-14,2019-03-27,0.0286,call,2.7,0.2821917808219178
115673,2018-12-14,2019-03-27,0.2788,call,2.2,0.2821917808219178
101229,2018-12-14,2019-03-27,0.0966,put,2.45,0.2821917808219178
115139,2018-12-14,2019-01-23,0.2635,put,2.7,0.1095890410958904
115613,2018-12-14,2019-01-23,0.2436,call,2.2,0.1095890410958904
111219,2018-12-14,2019-01-23,0.2176,put,2.65,0.1095890410958904
115813,2018-12-14,2019-06-26,0.3258,call,2.2,0.5315068493150685
107694,2018-12-14,2019-06-26,0.1166,put,2.45,0.5315068493150685
93647,2018-12-14,2018-12-26,0.1253,put,2.549,0.03287671232876712
114391,2018-12-14,2019-06-26,0.1144,put,2.45,0.5315068493150685
99134,2018-12-14,2018-12-26,0.2722,call,2.156,0.03287671232876712
95128,2018-12-14,2018-12-26,0.0004,call,2.892,0.03287671232876712
107368,2018-12-14,2019-06-26,0.0755,put,2.352,0.5315068493150685
107205,2018-12-14,2019-06-26,0.0599,put,2.303,0.5315068493150685
106227,2018-12-14,2019-06-26,0.1679,call,2.45,0.5315068493150685
111147,2018-12-14,2019-01-23,0.1348,put,2.55,0.1095890410958904
113031,2018-12-14,2019-06-26,0.1965,call,2.4,0.5315068493150685
114255,2018-12-14,2019-06-26,0.0949,put,2.4,0.5315068493150685
103282,2018-12-14,2019-03-27,0.3187,call,2.156,0.2821917808219178
110535,2018-12-14,2018-12-26,0.0832,put,2.5,0.03287671232876712
101553,2018-12-14,2019-03-27,0.1506,put,2.549,0.2821917808219178
104445,2018-12-14,2019-03-27,0.0149,call,2.794,0.2821917808219178
112623,2018-12-14,2019-06-26,0.292,call,2.25,0.5315068493150685
111939,2018-12-14,2019-03-27,0.0265,put,2.25,0.2821917808219178
111111,2018-12-14,2019-01-23,0.0986,put,2.5,0.1095890410958904
107042,2018-12-14,2019-06-26,0.0704,call,2.696,0.5315068493150685
114119,2018-12-14,2019-06-26,0.0754,put,2.35,0.5315068493150685
95283,2018-12-14,2018-12-26,0.4636,put,2.892,0.03287671232876712
93149,2018-12-14,2018-12-26,0.0002,call,2.843,0.03287671232876712
102515,2018-12-14,2019-03-27,0.0397,put,2.303,0.2821917808219178
99933,2018-12-14,2019-03-27,0.0871,call,2.5,0.2821917808219178
109307,2018-12-14,2019-06-26,0.058,call,2.745,0.5315068493150685
106879,2018-12-14,2019-06-26,0.0848,call,2.647,0.5315068493150685
99771,2018-12-14,2019-03-27,0.1099,call,2.45,0.2821917808219178
112091,2018-12-14,2019-03-27,0.0539,put,2.35,0.2821917808219178
109151,2018-12-14,2019-06-26,0.0349,put,2.205,0.5315068493150685
115601,2018-12-14,2018-12-26,0.0004,put,2.2,0.03287671232876712
107531,2018-12-14,2019-06-26,0.095,put,2.401,0.5315068493150685
111863,2018-12-14,2019-03-27,0.0388,call,2.65,0.2821917808219178
114527,2018-12-14,2019-06-26,0.1385,put,2.5,0.5315068493150685
94973,2018-12-14,2018-12-26,0.023,put,2.401,0.03287671232876712
115943,2018-12-14,2019-06-26,0.034,put,2.2,0.5315068493150685
106716,2018-12-14,2019-06-26,0.1011,call,2.598,0.5315068493150685
101067,2018-12-14,2019-03-27,0.0741,put,2.401,0.2821917808219178
94477,2018-12-14,2018-12-26,0.3647,put,2.794,0.03287671232876712
114663,2018-12-14,2019-06-26,0.1675,put,2.55,0.5315068493150685
92153,2018-12-14,2018-12-26,0.0045,call,2.549,0.03287671232876712
111183,2018-12-14,2019-01-23,0.173,put,2.6,0.1095890410958904
108991,2018-12-14,2019-06-26,0.3268,call,2.205,0.5315068493150685
111787,2018-12-14,2019-03-27,0.0509,call,2.6,0.2821917808219178
94478,2018-12-17,2018-12-26,0.3665,put,2.794,0.024657534246575342
110302,2018-12-17,2018-12-26,0.13,call,2.3,0.024657534246575342
112244,2018-12-17,2019-03-27,0.0967,put,2.45,0.273972602739726
115814,2018-12-17,2019-06-26,0.3188,call,2.2,0.5232876712328767
107043,2018-12-17,2019-06-26,0.0689,call,2.696,0.5232876712328767
110446,2018-12-17,2018-12-26,0.0011,put,2.25,0.024657534246575342
110338,2018-12-17,2018-12-26,0.0492,call,2.4,0.024657534246575342
106880,2018-12-17,2019-06-26,0.0814,call,2.647,0.5232876712328767
106717,2018-12-17,2019-06-26,0.0983,call,2.598,0.5232876712328767
94312,2018-12-17,2018-12-26,0.3176,put,2.745,0.024657534246575342
115602,2018-12-17,2018-12-26,0.0004,put,2.2,0.024657534246575342
110518,2018-12-17,2018-12-26,0.0462,put,2.45,0.024657534246575342
99610,2018-12-17,2019-03-27,0.1335,call,2.401,0.273972602739726
110320,2018-12-17,2018-12-26,0.0857,call,2.35,0.024657534246575342
110500,2018-12-17,2018-12-26,0.0217,put,2.4,0.024657534246575342
112760,2018-12-17,2019-06-26,0.253,call,2.3,0.5232876712328767
107695,2018-12-17,2019-06-26,0.1195,put,2.45,0.5232876712328767
99934,2018-12-17,2019-03-27,0.0851,call,2.5,0.273972602739726
115614,2018-12-17,2019-01-23,0.2416,call,2.2,0.10136986301369863
105739,2018-12-17,2019-06-26,0.2478,call,2.303,0.5232876712328767
110356,2018-12-17,2018-12-26,0.0253,call,2.45,0.024657534246575342
92818,2018-12-17,2018-12-26,0.0004,call,2.745,0.024657534246575342
107532,2018-12-17,2019-06-26,0.0978,put,2.401,0.5232876712328767
110464,2018-12-17,2018-12-26,0.0028,put,2.3,0.024657534246575342
99772,2018-12-17,2019-03-27,0.1093,call,2.45,0.273972602739726
110410,2018-12-17,2018-12-26,0.0015,call,2.6,0.024657534246575342
107369,2018-12-17,2019-06-26,0.0796,put,2.352,0.5232876712328767
115744,2018-12-17,2019-03-27,0.018,put,2.2,0.273972602739726
115944,2018-12-17,2019-06-26,0.035,put,2.2,0.5232876712328767
91988,2018-12-17,2018-12-26,0.011,call,2.5,0.024657534246575342
112548,2018-12-17,2019-03-27,0.2254,put,2.65,0.273972602739726
110392,2018-12-17,2018-12-26,0.0041,call,2.55,0.024657534246575342
93150,2018-12-17,2018-12-26,0.0002,call,2.843,0.024657534246575342
100420,2018-12-17,2019-03-27,0.038,call,2.647,0.273972602739726
102983,2018-12-17,2019-03-27,0.2727,call,2.205,0.273972602739726
107206,2018-12-17,2019-06-26,0.0622,put,2.303,0.5232876712328767
110374,2018-12-17,2018-12-26,0.0108,call,2.5,0.024657534246575342
110428,2018-12-17,2018-12-26,0.0008,call,2.65,0.024657534246575342
107858,2018-12-17,2019-06-26,0.1444,put,2.5,0.5232876712328767
115674,2018-12-17,2019-03-27,0.2778,call,2.2,0.273972602739726
92486,2018-12-17,2018-12-26,0.0011,call,2.647,0.024657534246575342
